number_sta,lat,lon,height_sta,date,dd,ff,precip,hu,td,t,psl
42005001,45.53,4.29,402.0,20160101 00:00,280.0,1.1,0.0,96.0,278.45,279.05,102750.0
42018001,45.3887,4.68729,425.0,20160101 00:00,,,0.0,99.0,278.55,278.65,
42019004,45.7563,4.0073,430.0,20160101 00:00,,,0.0,,,276.05,
42023004,45.3,4.57,515.0,20160101 00:00,,,0.0,,,278.85,
42032001,45.5337,4.5387,490.0,20160101 00:00,,,0.0,99.0,279.15,279.25,
42039002,45.705,3.8532,855.0,20160101 00:00,,,0.0,,,272.25,
42039003,45.699,3.844,990.0,20160101 00:00,180.0,1.1,0.0,98.0,273.65,273.95,
42040001,45.74,3.78,1261.0,20160101 00:00,,,0.0,,,274.35,
42052002,46.1638,4.1742,279.0,20160101 00:00,,,0.0,,,274.85,
42094003,45.74,4.23,349.0,20160101 00:00,,,0.0,,,279.25,
42095001,45.3782,4.2885,515.0,20160101 00:00,,,0.0,,,278.85,
42101001,45.36,4.55999,1167.0,20160101 00:00,350.0,4.2,0.0,87.0,273.95,275.85,
42102002,45.56,4.44,804.0,20160101 00:00,,,0.0,,,277.75,
42128001,45.9318,4.3087,610.0,20160101 00:00,,,0.0,,,278.65,
42156002,45.9067,4.1788,555.0,20160101 00:00,,,0.0,,,277.35,
42170001,46.0233,4.1105,304.0,20160101 00:00,,,0.0,,,,
42199002,46.025,3.9333,380.0,20160101 00:00,,,0.0,,,,
42204002,45.44,4.07,822.0,20160101 00:00,,,0.0,,,276.25,
42207005,45.49,4.53,390.0,20160101 00:00,260.0,1.5,0.0,95.0,278.05,278.75,
42218008,45.4667,4.3897,482.0,20160101 00:00,,,0.0,,,280.25,
42218011,45.45,4.36,602.0,20160101 00:00,260.0,1.2,0.0,96.0,278.35,278.95,
42224003,45.3522,4.4715,1066.0,20160101 00:00,,,0.0,,,275.05,
42248002,45.91,3.84,610.0,20160101 00:00,,,0.0,,,272.95,
42253001,46.05,3.99,336.0,20160101 00:00,60.0,0.7,0.0,97.0,274.75,275.15,
42253002,46.05,4.01,338.0,20160101 00:00,120.0,0.8,,99.0,275.45,275.55,102850.0
42257002,46.2043,3.8162,470.0,20160101 00:00,,,0.0,,,277.95,
43046001,45.0547,3.8945,714.0,20160101 00:00,300.0,1.0,0.0,96.0,278.25,278.85,
43062001,45.07,3.76,833.0,20160101 00:00,270.0,0.5,0.0,96.0,276.65,277.25,
43091005,44.9,4.16,1350.0,20160101 00:00,,,0.0,,,276.05,
43093001,45.27,3.74,1020.0,20160101 00:00,,,0.0,,,274.85,
43095001,45.14583,3.665,1102.0,20160101 00:00,,,0.0,97.0,275.05,275.45,
43096001,45.3,3.42,435.0,20160101 00:00,180.0,0.6,0.0,96.0,277.35,277.95,
43111002,44.86,3.84,1148.0,20160101 00:00,340.0,2.2,0.0,98.0,276.35,276.65,
43130002,45.03,4.24,1130.0,20160101 00:00,330.0,3.0,0.0,100.0,276.75,276.75,
43137003,45.31417,4.23116,777.0,20160101 00:00,80.0,0.7,0.0,98.0,277.65,277.95,
43150001,45.09883,4.06133,1020.0,20160101 00:00,,,0.0,,,277.35,
43234005,44.97,3.54,945.0,20160101 00:00,40.0,0.5,0.0,97.0,275.35,275.75,
46071001,44.97,2.0,562.0,20160101 00:00,70.0,1.2,0.0,100.0,278.35,278.35,
46100001,44.58,2.0,342.0,20160101 00:00,50.0,0.5,0.0,97.0,277.25,277.65,
48004001,44.494,3.852,900.0,20160101 00:00,350.0,1.0,0.0,91.0,276.45,277.75,
48020003,44.199,3.63217,1042.0,20160101 00:00,340.0,4.2,0.0,99.0,277.35,277.45,
48027003,44.45,3.74,1418.0,20160101 00:00,,,0.0,,,274.25,
48057002,44.66,3.54,1552.0,20160101 00:00,40.0,3.4,0.0,100.0,,274.15,
48069001,44.2,3.5,965.0,20160101 00:00,,,0.0,,,278.05,
48094001,44.3085,3.1782,873.0,20160101 00:00,,,0.0,,,278.25,
48095004,44.5172,3.4903,713.0,20160101 00:00,,,0.0,,,279.25,
48095005,44.53,3.45,934.0,20160101 00:00,0.0,0.0,0.0,96.0,277.15,277.75,
48104002,44.641999999999996,2.9955,1284.0,20160101 00:00,,,0.0,,,275.35,
48105001,44.7483,3.8283,967.0,20160101 00:00,10.0,2.0,0.0,90.0,276.45,277.95,
48108001,44.73,3.59,1260.0,20160101 00:00,,,0.0,,,276.15,
48110001,44.95,3.38,1175.0,20160101 00:00,,,0.0,,,274.15,
48130002,44.21,3.58,812.0,20160101 00:00,,,0.0,,,278.95,
48142001,44.65,3.25,1122.0,20160101 00:00,340.0,1.6,0.0,100.0,276.15,276.15,
48146002,44.3638,3.4125,480.0,20160101 00:00,,,0.0,,,281.05,
48148004,44.17,3.85,518.0,20160101 00:00,360.0,1.5,0.0,99.0,279.75,279.85,
48176002,44.25,3.3,929.0,20160101 00:00,360.0,1.0,0.0,100.0,278.05,278.05,
48186001,44.32,3.65,903.0,20160101 00:00,330.0,1.3,0.0,100.0,278.65,278.65,
48198001,44.4417,3.9283,620.0,20160101 00:00,,,0.0,,,277.35,
63003004,45.52,3.74,555.0,20160101 00:00,50.0,0.9,0.0,98.0,277.75,278.05,
63006002,45.32,3.02,1270.0,20160101 00:00,,,0.0,,,272.25,
63038002,45.50167,2.86583,1287.0,20160101 00:00,280.0,1.7,0.0,90.0,270.05,271.45,
63098001,45.53,2.77,1385.0,20160101 00:00,40.0,0.8,0.0,90.0,270.25,271.65,
63125002,45.75,3.57,455.0,20160101 00:00,130.0,2.3,0.0,98.0,275.95,276.25,
63178001,45.54,3.26,372.0,20160101 00:00,290.0,0.6,0.0,99.0,277.35,277.45,
63236003,45.55,2.81,1220.0,20160101 00:00,,,0.0,,,271.95,
63263005,45.8,2.99,971.0,20160101 00:00,,,0.0,,,275.85,
63282001,45.63,3.13,503.0,20160101 00:00,,,0.0,,,275.55,
63319002,45.5623,3.8710000000000004,1260.0,20160101 00:00,,,0.0,96.0,272.35,272.95,
63353003,45.46,3.53,1070.0,20160101 00:00,70.0,1.4,0.0,100.0,273.35,273.35,
63354004,46.03267,2.80383,705.0,20160101 00:00,240.0,4.1,0.0,100.0,276.35,276.35,
63384001,45.69,3.78,1393.0,20160101 00:00,280.0,2.3,0.0,99.0,272.75,272.85,
63399002,45.6465,2.59832,851.0,20160101 00:00,260.0,0.8,0.0,99.0,276.25,276.35,
63417001,45.84,3.05,550.0,20160101 00:00,,,0.0,,,276.95,
63451001,45.67,2.89,1045.0,20160101 00:00,260.0,1.9,0.0,92.0,273.45,274.65,
66029003,42.59,2.68,347.0,20160101 00:00,0.0,0.0,0.0,89.0,280.95,282.65,
66074002,42.63,2.45,307.0,20160101 00:00,0.0,0.0,0.0,97.0,281.45,281.95,
66082004,42.62,2.11,1495.0,20160101 00:00,220.0,0.8,0.0,98.0,275.85,276.15,
66136001,42.74,2.87,44.0,20160101 00:00,280.0,3.0,0.0,82.0,279.75,282.65,102580.0
66137003,42.47,2.86,295.0,20160101 00:00,340.0,1.4,0.0,90.0,281.15,282.75,
66148001,42.52,3.14,86.0,20160101 00:00,340.0,5.8,0.0,80.0,282.15,285.55,
66181001,42.45,2.00999,1320.0,20160101 00:00,0.0,0.0,0.0,88.0,275.65,277.45,102560.0
66187006,42.8205,2.48532,300.0,20160101 00:00,250.0,0.7,0.0,79.0,279.65,283.15,
66194002,42.4,2.56,700.0,20160101 00:00,200.0,1.7,0.0,91.0,279.05,280.45,
66204002,42.58,2.41,770.0,20160101 00:00,200.0,1.4,0.0,98.0,280.55,280.85,
66206004,42.44,2.50999,927.0,20160101 00:00,,,0.0,,,280.15,
66212001,42.76,2.98,7.0,20160101 00:00,0.0,0.0,0.0,86.0,280.55,282.75,
66233001,42.54,2.76,261.0,20160101 00:00,230.0,1.2,0.0,88.0,281.45,283.35,
69023002,46.0345,4.6419999999999995,340.0,20160101 00:00,,,0.0,99.0,278.95,279.05,
69028001,45.71,4.69,317.0,20160101 00:00,300.0,0.5,0.0,97.0,275.65,276.05,
69029001,45.73,4.94,198.0,20160101 00:00,0.0,0.0,0.0,94.0,279.25,280.15,102700.0
69058002,46.1827,4.6672,415.0,20160101 00:00,,,0.0,86.0,277.25,279.45,
69114001,45.9765,4.65029,290.0,20160101 00:00,,,0.0,99.0,276.65,276.75,
69122001,45.9057,4.6948,255.0,20160101 00:00,,,0.0,99.0,276.75,276.85,
69174002,45.94,4.38,831.0,20160101 00:00,310.0,4.6,0.0,96.0,276.65,277.25,
69176001,45.6657,4.6923,367.0,20160101 00:00,,,0.0,99.0,276.15,276.25,
69208001,45.8693,4.6045,370.0,20160101 00:00,,,0.0,99.0,277.15,277.25,
69211001,46.1177,4.7027,240.0,20160101 00:00,,,0.0,99.0,276.45,276.55,
69258001,46.22,4.63,740.0,20160101 00:00,290.0,1.5,0.0,98.0,276.95,277.25,
69299001,45.73,5.08,240.0,20160101 00:00,0.0,0.0,0.0,93.0,279.75,280.85,102670.0
73011004,45.66,6.37,335.0,20160101 00:00,0.0,0.0,0.0,96.0,277.45,278.05,
73051001,45.66,5.82,1496.0,20160101 00:00,280.0,2.9,0.2,100.0,274.75,274.75,
73052002,45.48767,6.20883,822.0,20160101 00:00,,,0.0,,,276.65,
73054001,45.61,6.76,868.0,20160101 00:00,310.0,0.9,0.0,83.0,273.95,276.55,
73079003,45.55,6.1698,370.0,20160101 00:00,,,0.0,106.0,278.35,278.35,
73098003,45.65,5.98,1350.0,20160101 00:00,,,0.0,,,276.35,
73132003,45.76,6.53,1633.0,20160101 00:00,290.0,0.4,0.0,99.0,274.15,274.25,
73144001,45.27,6.9,2042.0,20160101 00:00,340.0,1.9,0.0,94.0,271.05,271.85,
73157004,45.19,6.67,1228.0,20160101 00:00,,,0.0,78.0,272.85,276.35,102600.0
73171002,45.49,6.05,264.0,20160101 00:00,80.0,0.6,0.0,98.0,278.35,278.65,
73179005,45.5753,5.8583,410.0,20160101 00:00,,,0.0,105.0,278.45,278.45,
73191005,45.56,5.8,375.0,20160101 00:00,0.0,0.0,0.2,97.0,279.45,279.85,
73227006,45.4,6.63,2005.0,20160101 00:00,220.0,1.4,0.0,84.0,269.15,271.45,
73255003,45.34,6.31,460.0,20160101 00:00,200.0,0.5,0.0,98.0,277.05,277.35,
73257003,45.29683,6.5095,2800.0,20160101 00:00,250.0,2.0,,95.0,267.65,268.35,
73261003,45.21817,6.4645,698.0,20160101 00:00,,,0.0,,,277.35,
73296005,45.45467,6.8966699999999985,2105.0,20160101 00:00,,,0.0,,,271.35,
73304005,45.44,6.98,1850.0,20160101 00:00,360.0,0.4,0.0,90.0,270.45,271.85,
73312002,45.6578,6.3167,530.0,20160101 00:00,,,0.0,99.0,278.95,279.05,
73329001,45.64,5.88,235.0,20160101 00:00,0.0,0.0,0.2,96.0,278.75,279.35,102710.0
74042003,46.07,6.38,450.0,20160101 00:00,260.0,0.5,0.0,98.0,279.25,279.55,
74045001,45.7995,6.36767,925.0,20160101 00:00,,,0.0,,,277.85,
74056001,45.93,6.88,1042.0,20160101 00:00,0.0,0.0,0.0,98.0,273.85,274.15,
74056005,46.00383,6.9485,1500.0,20160101 00:00,0.0,0.0,0.0,93.0,273.95,274.95,
74056006,45.88,6.89,3845.0,20160101 00:00,240.0,6.4,,,,260.55,
74060001,45.782,6.1522,970.0,20160101 00:00,0.0,0.0,0.3,,,277.75,
74135001,45.7627,6.2553,478.0,20160101 00:00,0.0,0.0,0.0,,,278.15,
74136005,45.97333,6.4718300000000015,1430.0,20160101 00:00,0.0,0.0,0.2,94.0,274.15,275.05,
74182001,45.93,6.11,459.0,20160101 00:00,0.0,0.0,0.0,95.0,278.65,279.35,102710.0
74191003,46.17,6.69,1515.0,20160101 00:00,220.0,1.6,0.0,97.0,274.85,275.25,
74236002,45.86,6.67,1833.0,20160101 00:00,240.0,1.8,,99.0,273.45,273.55,
74285002,46.01,5.84,452.0,20160101 00:00,0.0,0.0,0.0,97.0,278.25,278.65,
81115002,43.48,2.66,448.0,20160101 00:00,260.0,3.7,0.0,99.0,281.15,281.25,
81120002,43.55,2.29,241.0,20160101 00:00,0.0,0.0,,97.0,281.45,281.95,102740.0
81182004,43.73,2.36,566.0,20160101 00:00,60.0,1.8,0.0,100.0,279.65,279.65,
81192005,43.63,2.83,1022.0,20160101 00:00,340.0,3.4,0.0,100.0,277.55,277.55,
81284001,43.91,2.12,171.0,20160101 00:00,50.0,0.5,0.0,97.0,276.85,277.25,102720.0
81292001,44.11,2.27999,537.0,20160101 00:00,360.0,2.6,0.0,91.0,277.65,279.05,
83002004,43.79,6.24,563.0,20160101 00:00,0.0,0.0,0.0,,,278.45,
83004004,43.4517,6.4732,56.0,20160101 00:00,,,0.0,,,279.55,
83007004,43.6408,6.1902,497.0,20160101 00:00,,,0.0,,,277.65,
83019002,43.2,6.38,88.0,20160101 00:00,0.0,0.0,0.0,99.0,279.55,279.65,
83031001,43.38,6.39,82.0,20160101 00:00,320.0,1.2,0.0,91.0,278.25,279.65,102610.0
83035001,43.25,5.78,418.0,20160101 00:00,0.0,0.0,0.0,92.0,278.55,279.75,102590.0
83035002,43.183,5.7727,68.0,20160101 00:00,,,0.0,,,281.35,
83042001,43.257,6.50617,20.0,20160101 00:00,,,0.0,,,280.85,
83043005,43.23217,6.257999999999999,128.0,20160101 00:00,,,0.0,,,279.85,
83044003,43.65883,6.47133,892.0,20160101 00:00,190.0,1.3,0.0,100.0,277.25,277.25,
83044004,43.7195,6.5147,836.0,20160101 00:00,,,0.0,,,276.65,
83049005,43.25,6.13,73.0,20160101 00:00,10.0,1.5,0.0,90.0,279.45,280.95,102580.0
83050007,43.53,6.45,173.0,20160101 00:00,,,0.0,,,280.45,
83051001,43.52,6.25,279.0,20160101 00:00,350.0,1.3,0.0,94.0,278.05,278.95,
83061001,43.42,6.74,7.0,20160101 00:00,290.0,1.0,0.0,82.0,279.75,282.65,
83069001,43.09,6.15,4.0,20160101 00:00,340.0,1.0,0.0,89.0,281.15,282.85,102560.0
83069002,43.0,6.23,137.0,20160101 00:00,60.0,3.5,0.0,85.0,281.35,283.75,
83069003,43.03,6.47,131.0,20160101 00:00,40.0,3.4,0.0,82.0,280.95,283.95,102550.0
83075001,43.31683,6.3583300000000005,147.0,20160101 00:00,,,0.0,,,279.55,
83077001,43.26,5.96,309.0,20160101 00:00,,,0.0,,,279.45,
83079001,43.2,6.5,100.0,20160101 00:00,0.0,0.0,,100.0,279.95,279.95,102600.0
83083001,43.4685,6.12283,144.0,20160101 00:00,,,0.0,,,278.15,
83093005,43.34,5.73,605.0,20160101 00:00,,,0.0,,,280.85,
83101001,43.2,6.67,107.0,20160101 00:00,350.0,4.4,,,,,
83102005,43.67,6.11,561.0,20160101 00:00,20.0,0.6,0.0,94.0,276.25,277.15,
83116022,43.48,5.85,294.0,20160101 00:00,0.0,0.0,0.0,96.0,277.75,278.35,
83118002,43.41,6.85,129.0,20160101 00:00,50.0,3.3,,,,,
83124002,43.58017,6.62217,278.0,20160101 00:00,0.0,0.0,0.0,88.0,278.75,280.65,
83137001,43.1,5.93,21.0,20160101 00:00,50.0,1.7,0.0,76.0,280.05,284.15,102560.0
83148002,43.39,6.53,282.0,20160101 00:00,40.0,1.6,0.0,83.0,278.25,280.95,
83150002,43.73,5.78,271.0,20160101 00:00,100.0,0.8,0.0,100.0,278.45,278.45,
83153001,43.08,5.94,134.0,20160101 00:00,70.0,4.1,0.0,87.0,280.95,283.05,102560.0
84003003,43.89,5.38,222.0,20160101 00:00,0.0,0.0,0.0,95.0,279.95,280.75,
84007005,43.91,4.9,48.0,20160101 00:00,70.0,0.7,0.0,96.0,281.95,282.55,102600.0
84009002,43.79,5.62,381.0,20160101 00:00,90.0,1.7,0.0,95.0,278.95,279.65,
84025001,43.88,5.16,142.0,20160101 00:00,0.0,0.0,0.0,98.0,281.25,281.55,
84026003,43.72,5.35,152.0,20160101 00:00,0.0,0.0,0.0,99.0,280.35,280.45,
84031001,44.08,5.05999,106.0,20160101 00:00,0.0,0.0,0.0,97.0,281.65,282.15,102610.0
84085004,43.94,5.23,488.0,20160101 00:00,10.0,1.6,0.0,94.0,279.65,280.55,
84086001,43.81,5.15,672.0,20160101 00:00,20.0,1.2,0.0,96.0,279.75,280.35,
84087001,44.14,4.86,55.0,20160101 00:00,350.0,1.0,0.0,98.0,282.25,282.55,102640.0
84094001,44.29,5.13,392.0,20160101 00:00,320.0,1.0,0.0,88.0,279.65,281.55,
84107002,44.04067,5.4928300000000005,836.0,20160101 00:00,280.0,1.9,0.0,89.0,277.55,279.25,
84150001,44.34,4.91,141.0,20160101 00:00,40.0,0.7,0.0,97.0,281.65,282.15,
1027003,45.83,5.11,196.0,20160101 00:06,,,,97.0,278.45,278.85,
1033002,46.09,5.81,350.0,20160101 00:06,0.0,0.0,0.0,99.0,278.35,278.45,
1034004,45.77,5.69,330.0,20160101 00:06,0.0,0.0,0.0,100.0,279.05,279.05,
1072001,46.2,5.29,260.0,20160101 00:06,,,0.0,,,276.35,
1089001,45.98,5.33,252.0,20160101 00:06,330.0,1.1,0.0,95.0,278.65,279.35,102730.0
1185004,45.9797,5.5982,805.0,20160101 00:06,,,0.0,,,,
1200002,46.09,5.482,596.0,20160101 00:06,,,0.0,,,,
1235002,46.0467,5.07329,273.0,20160101 00:06,,,0.0,,,,
1384003,45.9503,5.461,296.0,20160101 00:06,,,0.0,,,,
1414001,45.91617,5.62467,878.0,20160101 00:06,290.0,0.7,0.0,97.0,277.35,277.75,
3060001,46.17,3.4,251.0,20160101 00:06,220.0,1.4,0.0,97.0,274.65,275.05,102830.0
3061001,46.06,3.23,330.0,20160101 00:06,,,0.0,,,278.35,
3108001,46.19,2.96,650.0,20160101 00:06,,,0.0,,,277.35,
3248001,46.05,3.81,1022.0,20160101 00:06,280.0,3.0,0.0,100.0,275.35,275.35,
4006005,44.24,6.63,1400.0,20160101 00:06,,,0.0,,,272.35,
4019001,44.39,6.67,1155.0,20160101 00:06,0.0,0.0,0.0,88.0,271.45,273.25,
4049001,44.06,5.99,461.0,20160101 00:06,80.0,0.9,0.0,83.0,275.95,278.65,102660.0
4068001,43.91,5.77,427.0,20160101 00:06,0.0,0.0,0.0,96.0,277.75,278.35,
4070009,44.07,6.18667,554.0,20160101 00:06,40.0,2.0,0.0,88.0,276.55,278.35,
4115001,44.03,6.62,1090.0,20160101 00:06,,,0.0,,,274.65,
4126001,44.39,6.33,1197.0,20160101 00:06,,,0.0,,,276.25,
4134002,44.33,6.03,665.0,20160101 00:06,0.0,0.0,0.0,91.0,276.05,277.35,
4136001,43.98,6.52,920.0,20160101 00:06,0.0,0.0,0.0,98.0,272.95,273.25,
4209005,44.22,5.92,500.0,20160101 00:06,280.0,0.6,0.0,90.0,276.05,277.55,
4230001,43.8395,6.0008300000000006,600.0,20160101 00:06,50.0,0.9,0.0,92.0,277.05,278.25,
5007003,44.8,6.73,1825.0,20160101 00:06,0.0,0.0,0.0,88.0,269.35,271.05,
5046001,44.57,6.5,877.0,20160101 00:06,40.0,2.3,0.0,80.0,271.45,274.55,
5055001,44.57,5.75,825.0,20160101 00:06,0.0,0.0,0.0,99.0,276.45,276.55,
5061009,44.58,6.08,885.0,20160101 00:06,40.0,1.1,0.0,84.0,274.75,277.25,
5070003,44.32,5.79,565.0,20160101 00:06,0.0,0.0,0.0,95.0,276.35,277.05,
5120002,44.77,6.98,1670.0,20160101 00:06,130.0,0.7,0.0,93.0,266.75,267.75,
5126001,44.39,5.46,625.0,20160101 00:06,0.0,0.0,0.0,93.0,277.95,278.95,
5136002,44.7,6.6,906.0,20160101 00:06,250.0,0.6,0.0,94.0,269.95,270.75,
5145002,44.67,6.21,1210.0,20160101 00:06,340.0,0.7,0.0,87.0,274.05,276.05,
5158001,44.48,5.82,801.0,20160101 00:06,,,0.0,,,276.25,
5170001,44.45,6.03,600.0,20160101 00:06,20.0,1.6,0.0,94.0,274.35,275.25,102760.0
5181002,45.03083,6.361669999999998,1665.0,20160101 00:06,0.0,0.0,0.0,96.0,272.95,273.55,
5183001,44.88,6.64,1310.0,20160101 00:06,0.0,0.0,0.0,90.0,270.15,271.55,
6004002,43.56,7.13,72.0,20160101 00:06,350.0,2.0,,,,,
6004009,43.6,7.11,30.0,20160101 00:06,,,0.0,,,283.15,
6005001,43.92,7.01,1173.0,20160101 00:06,330.0,0.7,0.0,96.0,274.25,274.85,
6023004,43.941,7.515,319.0,20160101 00:06,,,0.0,,,,
6029001,43.56,6.95,4.0,20160101 00:06,10.0,1.5,0.0,79.0,279.35,282.85,102580.0
6033002,43.79,7.21,78.0,20160101 00:06,,,0.0,,,281.35,
6037002,43.75,6.92,1268.0,20160101 00:06,240.0,2.1,0.0,100.0,274.85,274.85,
6038001,43.67,6.99,388.0,20160101 00:06,350.0,1.9,0.0,88.0,278.35,280.25,
6050002,43.79,7.05,985.0,20160101 00:06,,,0.0,,,276.15,
6059003,43.74,7.36,677.0,20160101 00:06,,,0.0,,,278.35,
6074005,43.97,7.31,550.0,20160101 00:06,,,0.0,,,279.55,
6075007,43.85,7.21,691.0,20160101 00:06,130.0,0.8,0.0,92.0,276.55,277.75,
6077006,43.93,7.36,1443.0,20160101 00:06,290.0,2.7,0.0,100.0,273.25,273.25,
6079002,43.52,6.9,104.0,20160101 00:06,260.0,1.9,0.0,84.0,279.45,282.05,
6081001,43.81367,6.80933,1525.0,20160101 00:06,310.0,3.9,0.0,91.0,274.45,275.75,
6083005,43.79,7.49,216.0,20160101 00:06,330.0,1.7,0.0,71.0,277.15,282.15,
6088001,43.65,7.21,26.0,20160101 00:06,340.0,2.7,0.0,72.0,277.85,282.65,102580.0
6088007,43.74,7.28,238.0,20160101 00:06,10.0,1.3,0.0,79.0,278.05,281.45,
6090002,43.6,6.94,109.0,20160101 00:06,350.0,0.8,0.0,79.0,278.75,282.25,
6091003,43.78,7.43,1106.0,20160101 00:06,240.0,2.9,0.0,100.0,275.35,275.35,
6094002,44.1,6.93,1784.0,20160101 00:06,280.0,2.1,0.0,67.0,270.15,275.65,
6099004,43.96,6.89,442.0,20160101 00:06,,,0.0,,,278.05,
6102001,44.07,7.13,1130.0,20160101 00:06,,,0.0,,,274.95,
6118002,43.67867,6.809,694.0,20160101 00:06,20.0,0.8,0.0,96.0,277.45,278.05,
6120004,44.26,6.92,1150.0,20160101 00:06,,,0.0,,,273.35,
6125001,44.15,6.75,1642.0,20160101 00:06,,,0.0,,,275.75,
6127006,44.07,7.26,899.0,20160101 00:06,,,0.0,,,275.35,
6136005,43.86,7.43,843.0,20160101 00:06,80.0,0.9,0.0,99.0,276.85,276.95,
6152002,43.62,7.03,238.0,20160101 00:06,360.0,1.9,0.0,82.0,278.55,281.45,
6163007,44.04,7.59,636.0,20160101 00:06,,,0.0,,,277.45,
7005002,44.5388,4.5828,223.0,20160101 00:06,,,0.0,,,,
7011004,44.71,4.34999,600.0,20160101 00:06,,,0.0,100.0,279.35,279.35,
7019005,44.6023,4.40869,180.0,20160101 00:06,,,0.0,,,,
7025001,44.67,4.16,480.0,20160101 00:06,0.0,0.0,0.0,99.0,278.55,278.65,
7032002,44.63,4.57,650.0,20160101 00:06,40.0,1.7,0.0,99.0,279.15,279.25,
7064001,44.9068,4.4212,450.0,20160101 00:06,,,0.0,,,,
7066001,44.7,4.65,212.0,20160101 00:06,,,0.0,98.0,280.75,281.05,
7068001,45.02,4.67,566.0,20160101 00:06,40.0,2.2,0.0,99.0,279.65,279.75,
7069001,45.0633,4.7,405.0,20160101 00:06,,,0.0,,,,
7096001,44.84,4.51999,760.0,20160101 00:06,0.0,0.0,0.0,97.0,278.75,279.15,
7101002,44.4115,4.2958,107.0,20160101 00:06,,,0.0,,,,
7130002,44.75,3.98,1265.0,20160101 00:06,,,0.0,,,276.25,
7131001,44.54,4.37,280.0,20160101 00:06,40.0,0.8,0.0,96.0,278.05,278.65,102770.0
7154005,44.73,4.08,1240.0,20160101 00:06,330.0,1.5,0.0,100.0,276.55,276.55,
7159001,44.5828,4.4987,278.0,20160101 00:06,,,0.0,,,,
7161001,44.716,4.2077,606.0,20160101 00:06,,,0.0,,,,
7185001,45.14,4.665,525.0,20160101 00:06,,,0.0,,,,
7187001,44.61,4.24,785.0,20160101 00:06,310.0,3.4,0.0,97.0,278.65,279.05,
7202002,44.53,4.07,540.0,20160101 00:06,0.0,0.0,0.0,99.0,277.75,277.85,
7204008,45.0,4.37,1014.0,20160101 00:06,320.0,2.9,0.0,99.0,277.65,277.75,
7228001,45.2603,4.78369,275.0,20160101 00:06,,,0.0,,,,
7230002,44.7153,4.4905,737.0,20160101 00:06,,,0.0,,,,
7294001,44.29600000000001,4.26,149.0,20160101 00:06,,,0.0,,,,
7330004,44.3918,4.4037,120.0,20160101 00:06,,,0.0,,,,
7334004,44.42,4.15,140.0,20160101 00:06,,,0.0,100.0,281.55,281.55,
7338005,44.8933,4.62669,510.0,20160101 00:06,,,0.0,,,,
11004001,43.11,2.1,293.0,20160101 00:06,290.0,2.9,0.0,86.0,280.35,282.65,
11016003,43.1,2.5,240.0,20160101 00:06,230.0,2.6,0.0,85.0,280.25,282.75,
11069001,43.22,2.29999,127.0,20160101 00:06,280.0,2.4,0.0,86.0,280.75,282.95,102620.0
11081003,43.33,2.48,371.0,20160101 00:06,350.0,1.4,0.0,96.0,280.85,281.55,
11124003,42.99,2.82,120.0,20160101 00:06,280.0,1.2,0.0,78.0,280.45,284.15,
11136001,43.2,2.06999,182.0,20160101 00:06,,,0.0,,,282.55,
11168001,42.91,2.25,420.0,20160101 00:06,0.0,0.0,0.0,93.0,280.35,281.45,
11181002,43.39,2.02,408.0,20160101 00:06,,,0.0,,,281.35,
11202001,42.92,3.06,40.0,20160101 00:06,350.0,3.1,0.0,88.0,283.05,284.95,102520.0
11203004,43.17,2.73,60.0,20160101 00:06,300.0,3.0,0.0,81.0,280.45,283.55,102600.0
11221004,43.4085,2.29233,760.0,20160101 00:06,10.0,3.3,0.0,97.0,278.65,279.05,
11260002,42.96,2.52999,538.0,20160101 00:06,250.0,3.0,0.0,100.0,280.55,280.55,
11262005,43.15,2.96,110.0,20160101 00:06,320.0,2.6,0.0,87.0,281.05,283.15,
11333001,43.0,2.04999,601.0,20160101 00:06,270.0,1.6,0.0,99.0,279.95,280.15,
11412001,43.01,2.4,593.0,20160101 00:06,320.0,0.7,0.0,98.0,279.65,280.05,
12005001,44.76,2.87,1107.0,20160101 00:06,80.0,3.6,0.0,100.0,275.75,275.75,
12039001,43.75,2.94,858.0,20160101 00:06,,,0.0,,,279.15,
12050001,44.23,2.74,860.0,20160101 00:06,,,0.0,,,277.85,
12063003,43.986999999999995,3.18167,795.0,20160101 00:06,,,0.0,,,278.65,
12077002,43.92,3.19,718.0,20160101 00:06,340.0,2.9,0.0,98.0,279.05,279.35,
12092001,44.11,2.64,812.0,20160101 00:06,,,0.0,,,277.55,
12145001,44.12,3.02,713.0,20160101 00:06,360.0,4.5,0.0,95.0,277.85,278.55,102630.0
12154003,43.89,2.84,374.0,20160101 00:06,280.0,1.4,0.0,90.0,279.35,280.85,
12179001,43.76,2.87,830.0,20160101 00:06,,,0.0,,,278.85,
12189001,44.24,2.25999,564.0,20160101 00:06,,,0.0,,,278.45,
12216001,44.51,2.83,380.0,20160101 00:06,40.0,2.7,0.0,94.0,278.35,279.25,
12254001,44.41,2.48,579.0,20160101 00:06,360.0,0.8,0.0,99.0,278.75,278.85,102720.0
12300004,44.37,2.02,330.0,20160101 00:06,30.0,1.0,0.0,98.0,278.35,278.65,
13001006,43.5047,5.3657,106.0,20160101 00:06,,,0.0,,,,
13001009,43.53,5.42,173.0,20160101 00:06,0.0,0.0,0.0,91.0,280.45,281.85,
